;;;;PARO REGISTRADO POR MUNICIPIOS DESGLOSADO POR SEXO, TRAMOS DE EDAD Y SECTOR DE LA ACTIVIDAD ECONÓMICA;;;;;;;;;;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
201301;Enero de 2013;1;Andalucía;14;Córdoba;14050;Pedro Abad;485;31;145;114;30;113;52;97;90;83;183;32
201301;Enero de 2013;1;Andalucía;14;Córdoba;14051;Pedroche;185;25;24;26;15;56;39;10;5;24;124;22
201301;Enero de 2013;1;Andalucía;14;Córdoba;14052;Peñarroya-Pueblonuevo;2068;169;510;345;128;498;418;69;238;366;1003;392
201301;Enero de 2013;1;Andalucía;14;Córdoba;14053;Posadas;911;82;247;173;66;241;102;191;81;133;413;93
201301;Enero de 2013;1;Andalucía;14;Córdoba;14054;Pozoblanco;2057;152;409;359;127;547;463;136;274;327;1086;234
201301;Enero de 2013;1;Andalucía;14;Córdoba;14055;Priego de Córdoba;2165;121;546;418;145;598;337;274;427;352;947;165
201301;Enero de 2013;1;Andalucía;14;Córdoba;14056;Puente Genil;3902;318;926;755;318;984;601;608;630;626;1529;509
201301;Enero de 2013;1;Andalucía;14;Córdoba;14057;Rambla, La;711;43;196;137;56;214;65;107;150;84;294;76
201301;Enero de 2013;1;Andalucía;14;Córdoba;14058;Rute;699;42;142;140;63;213;99;90;157;99;275;78
201301;Enero de 2013;1;Andalucía;14;Córdoba;14059;San Sebastián de los Ballesteros;79;4;24;18;7;23;3;11;4;9;45;10
201301;Enero de 2013;1;Andalucía;14;Córdoba;14060;Santaella;435;27;132;89;42;117;28;117;40;61;189;28
201301;Enero de 2013;1;Andalucía;14;Córdoba;14061;Santa Eufemia;131;9;24;30;9;27;32;5;2;49;67;8
201301;Enero de 2013;1;Andalucía;14;Córdoba;14062;Torrecampo;161;15;29;34;14;40;29;6;10;32;103;10
201301;Enero de 2013;1;Andalucía;14;Córdoba;14063;Valenzuela;59;4;9;12;4;23;7;20;2;1;31;5
201301;Enero de 2013;1;Andalucía;14;Córdoba;14064;Valsequillo;62;8;11;7;5;19;12;2;1;29;26;4
201301;Enero de 2013;1;Andalucía;14;Córdoba;14065;Victoria, La;227;15;74;42;18;60;18;31;18;45;122;11
201301;Enero de 2013;1;Andalucía;14;Córdoba;14066;Villa del Río;850;67;206;193;66;213;105;171;220;87;289;83
201301;Enero de 2013;1;Andalucía;14;Córdoba;14067;Villafranca de Córdoba;617;45;175;102;41;197;57;96;107;55;328;31
201301;Enero de 2013;1;Andalucía;14;Córdoba;14068;Villaharta;100;10;21;19;4;31;15;5;6;6;74;9
201301;Enero de 2013;1;Andalucía;14;Córdoba;14069;Villanueva de Córdoba;904;93;208;188;78;205;132;124;85;178;421;96
201301;Enero de 2013;1;Andalucía;14;Córdoba;14070;Villanueva del Duque;192;22;35;24;16;49;46;10;12;33;121;16
201301;Enero de 2013;1;Andalucía;14;Córdoba;14071;Villanueva del Rey;173;15;32;30;17;40;39;20;16;27;82;28
201301;Enero de 2013;1;Andalucía;14;Córdoba;14072;Villaralto;99;7;31;16;8;26;11;11;11;23;43;11
201301;Enero de 2013;1;Andalucía;14;Córdoba;14073;Villaviciosa de Córdoba;435;34;97;86;31;96;91;56;39;92;176;72
201301;Enero de 2013;1;Andalucía;14;Córdoba;14074;Viso, El;296;23;74;79;22;64;34;25;16;61;170;24
201301;Enero de 2013;1;Andalucía;14;Córdoba;14075;Zuheros;38;5;10;6;4;11;2;9;13;1;11;4
201301;Enero de 2013;1;Andalucía;18;Granada;18001;Agrón;27;3;6;3;6;3;6;0;1;5;14;7
201301;Enero de 2013;1;Andalucía;18;Granada;18002;Alamedilla;31;7;10;5;3;4;2;2;1;8;17;3
201301;Enero de 2013;1;Andalucía;18;Granada;18003;Albolote;2291;134;582;429;144;621;381;90;252;429;1267;253
201301;Enero de 2013;1;Andalucía;18;Granada;18004;Albondón;65;5;20;13;4;14;9;8;3;16;33;5
201301;Enero de 2013;1;Andalucía;18;Granada;18005;Albuñán;38;2;12;6;0;14;4;0;3;14;18;3
201301;Enero de 2013;1;Andalucía;18;Granada;18006;Albuñol;728;48;261;128;58;156;77;192;24;155;292;65
201301;Enero de 2013;1;Andalucía;18;Granada;18007;Albuñuelas;69;2;24;17;6;15;5;8;4;31;22;4
201301;Enero de 2013;1;Andalucía;18;Granada;18010;Aldeire;37;5;9;6;1;10;6;3;2;9;21;2
201301;Enero de 2013;1;Andalucía;18;Granada;18011;Alfacar;760;50;204;161;54;205;86;23;80;221;350;86
201301;Enero de 2013;1;Andalucía;18;Granada;18012;Algarinejo;82;5;26;24;8;17;2;13;3;24;36;6
201301;Enero de 2013;1;Andalucía;18;Granada;18013;Alhama de Granada;524;29;153;104;37;142;59;125;22;80;263;34
201301;Enero de 2013;1;Andalucía;18;Granada;18014;Alhendín;1087;43;332;172;50;337;153;15;73;194;693;112
201301;Enero de 2013;1;Andalucía;18;Granada;18015;Alicún de Ortega;23;1;6;8;2;4;2;3;0;7;12;1
201301;Enero de 2013;1;Andalucía;18;Granada;18016;Almegíjar;28;4;8;8;2;3;3;2;5;7;13;1
201301;Enero de 2013;1;Andalucía;18;Granada;18017;Almuñécar;3808;172;1033;755;171;963;714;98;132;690;2412;476
201301;Enero de 2013;1;Andalucía;18;Granada;18018;Alquife;95;6;27;26;5;15;16;3;10;34;40;8
201301;Enero de 2013;1;Andalucía;18;Granada;18020;Arenas del Rey;153;9;40;41;11;31;21;34;7;17;86;9
201301;Enero de 2013;1;Andalucía;18;Granada;18021;Armilla;3205;192;810;521;164;995;523;63;224;532;2056;330
201301;Enero de 2013;1;Andalucía;18;Granada;18022;Atarfe;2467;151;737;401;133;742;303;179;308;464;1285;231
201301;Enero de 2013;1;Andalucía;18;Granada;18023;Baza;2299;111;559;478;136;632;383;234;246;399;1195;225
201301;Enero de 2013;1;Andalucía;18;Granada;18024;Beas de Granada;99;9;26;22;6;21;15;1;9;28;52;9
201301;Enero de 2013;1;Andalucía;18;Granada;18025;Beas de Guadix;58;2;24;12;5;8;7;12;2;23;17;4
201301;Enero de 2013;1;Andalucía;18;Granada;18027;Benalúa;563;56;172;98;40;157;40;93;89;99;247;35
201301;Enero de 2013;1;Andalucía;18;Granada;18028;Benalúa de las Villas;74;7;17;27;8;10;5;10;8;20;29;7
201301;Enero de 2013;1;Andalucía;18;Granada;18029;Benamaurel;186;8;55;44;13;44;22;32;15;52;71;16
201301;Enero de 2013;1;Andalucía;18;Granada;18030;Bérchules;60;1;21;15;2;12;9;6;2;18;30;4
201301;Enero de 2013;1;Andalucía;18;Granada;18032;Bubión;52;1;11;15;1;13;11;1;3;11;31;6
201301;Enero de 2013;1;Andalucía;18;Granada;18033;Busquístar;50;5;13;11;3;12;6;3;5;2;34;6
201301;Enero de 2013;1;Andalucía;18;Granada;18034;Cacín;48;3;11;11;3;12;8;11;1;13;19;4
201301;Enero de 2013;1;Andalucía;18;Granada;18035;Cádiar;132;16;30;40;7;23;16;6;10;44;54;18
201301;Enero de 2013;1;Andalucía;18;Granada;18036;Cájar;483;23;131;96;16;144;73;7;40;105;286;45
201301;Enero de 2013;1;Andalucía;18;Granada;18037;Calicasas;88;5;35;14;4;25;5;17;0;27;37;7
201301;Enero de 2013;1;Andalucía;18;Granada;18038;Campotéjar;89;6;22;27;7;21;6;23;8;23;28;7
201301;Enero de 2013;1;Andalucía;18;Granada;18039;Caniles;425;32;109;65;31;112;76;76;53;108;152;36
201301;Enero de 2013;1;Andalucía;18;Granada;18040;Cáñar;37;2;13;9;2;5;6;4;3;9;12;9
201301;Enero de 2013;1;Andalucía;18;Granada;18042;Capileira;77;3;23;13;2;22;14;1;1;25;48;2
201301;Enero de 2013;1;Andalucía;18;Granada;18043;Carataunas;21;1;6;5;0;4;5;1;0;4;14;2
201301;Enero de 2013;1;Andalucía;18;Granada;18044;Cástaras;9;0;3;2;1;2;1;2;1;2;3;1
201301;Enero de 2013;1;Andalucía;18;Granada;18045;Castilléjar;83;0;18;26;7;25;7;7;4;30;39;3
201301;Enero de 2013;1;Andalucía;18;Granada;18046;Castril;190;14;60;37;14;41;24;24;15;61;77;13
201301;Enero de 2013;1;Andalucía;18;Granada;18047;Cenes de la Vega;1051;61;283;192;38;307;170;12;45;179;711;104
201301;Enero de 2013;1;Andalucía;18;Granada;18048;Cijuela;448;37;138;63;29;136;45;32;33;98;261;24
201301;Enero de 2013;1;Andalucía;18;Granada;18049;Cogollos de Guadix;101;11;25;33;6;17;9;4;16;39;31;11
201301;Enero de 2013;1;Andalucía;18;Granada;18050;Cogollos de la Vega;230;22;62;63;17;46;20;27;12;91;78;22
201301;Enero de 2013;1;Andalucía;18;Granada;18051;Colomera;121;7;38;35;9;19;13;34;9;48;26;4
201301;Enero de 2013;1;Andalucía;18;Granada;18053;Cortes de Baza;126;8;35;29;11;33;10;17;4;23;67;15
201301;Enero de 2013;1;Andalucía;18;Granada;18054;Cortes y Graena;121;7;23;35;7;28;21;4;4;40;60;13
201301;Enero de 2013;1;Andalucía;18;Granada;18056;Cúllar;327;21;82;60;21;94;49;28;22;70;172;35
201301;Enero de 2013;1;Andalucía;18;Granada;18057;Cúllar Vega;868;36;214;139;38;306;135;30;47;156;557;78
201301;Enero de 2013;1;Andalucía;18;Granada;18059;Chauchina;738;58;237;156;59;170;58;64;60;233;312;69
201301;Enero de 2013;1;Andalucía;18;Granada;18061;Chimeneas;100;6;23;25;9;31;6;13;9;24;41;13
201301;Enero de 2013;1;Andalucía;18;Granada;18062;Churriana de la Vega;1847;77;518;341;77;596;238;45;109;453;1090;150
201301;Enero de 2013;1;Andalucía;18;Granada;18063;Darro;164;18;53;36;17;31;9;37;9;64;36;18
201301;Enero de 2013;1;Andalucía;18;Granada;18064;Dehesas de Guadix;14;0;5;5;1;2;1;1;0;2;9;2
201301;Enero de 2013;1;Andalucía;18;Granada;18066;Deifontes;267;21;84;63;25;53;21;71;5;70;92;29
201301;Enero de 2013;1;Andalucía;18;Granada;18067;Diezma;85;5;22;18;8;21;11;14;5;29;30;7
201301;Enero de 2013;1;Andalucía;18;Granada;18068;Dílar;189;8;41;38;5;63;34;10;12;39;110;18
201301;Enero de 2013;1;Andalucía;18;Granada;18069;Dólar;41;3;15;10;1;9;3;6;5;16;13;1
201301;Enero de 2013;1;Andalucía;18;Granada;18070;Dúdar;41;2;11;14;4;6;4;2;4;15;16;4
201301;Enero de 2013;1;Andalucía;18;Granada;18071;Dúrcal;1081;82;271;216;56;287;169;58;83;272;575;93
201301;Enero de 2013;1;Andalucía;18;Granada;18072;Escúzar;80;7;24;13;5;21;10;9;9;17;43;2
201301;Enero de 2013;1;Andalucía;18;Granada;18074;Ferreira;27;0;9;6;0;10;2;0;4;6;17;0
201301;Enero de 2013;1;Andalucía;18;Granada;18076;Fonelas;86;7;25;21;11;16;6;19;9;22;32;4
201301;Enero de 2013;1;Andalucía;18;Granada;18078;Freila;80;6;26;19;5;11;13;7;2;30;38;3
201301;Enero de 2013;1;Andalucía;18;Granada;18079;Fuente Vaqueros;658;57;204;128;58;136;75;123;46;137;281;71
201301;Enero de 2013;1;Andalucía;18;Granada;18082;Galera;127;11;24;24;6;35;27;3;9;18;87;10
201301;Enero de 2013;1;Andalucía;18;Granada;18083;Gobernador;22;0;7;4;3;4;4;6;1;3;11;1
201301;Enero de 2013;1;Andalucía;18;Granada;18084;Gójar;623;35;145;139;36;161;107;7;38;153;353;72
201301;Enero de 2013;1;Andalucía;18;Granada;18085;Gor;77;5;17;34;4;10;7;4;3;27;40;3
201301;Enero de 2013;1;Andalucía;18;Granada;18086;Gorafe;62;1;15;13;5;20;8;6;5;6;39;6
201301;Enero de 2013;1;Andalucía;18;Granada;18087;Granada;29969;1384;7836;5238;1488;8576;5447;964;1682;4227;19627;3469
201301;Enero de 2013;1;Andalucía;18;Granada;18088;Guadahortuna;202;9;55;63;16;46;13;65;6;55;67;9
201301;Enero de 2013;1;Andalucía;18;Granada;18089;Guadix;2371;174;633;427;135;649;353;149;199;559;1180;284
201301;Enero de 2013;1;Andalucía;18;Granada;18093;Gualchos;414;20;113;103;23;100;55;80;18;74;212;30
201301;Enero de 2013;1;Andalucía;18;Granada;18094;Güejar Sierra;302;20;89;75;14;77;27;11;7;100;168;16
201301;Enero de 2013;1;Andalucía;18;Granada;18095;Güevéjar;395;27;131;88;27;92;30;17;23;167;155;33
201301;Enero de 2013;1;Andalucía;18;Granada;18096;Huélago;37;5;8;14;4;6;0;4;0;12;17;4
201301;Enero de 2013;1;Andalucía;18;Granada;18097;Huéneja;94;7;24;26;2;29;6;18;26;20;25;5
201301;Enero de 2013;1;Andalucía;18;Granada;18098;Huéscar;815;54;210;151;43;221;136;112;52;173;410;68
201301;Enero de 2013;1;Andalucía;18;Granada;18099;Huétor de Santillán;277;15;64;55;20;66;57;5;20;47;167;38
201301;Enero de 2013;1;Andalucía;18;Granada;18100;Huétor Tájar;911;65;274;191;63;242;76;176;82;227;368;58
201301;Enero de 2013;1;Andalucía;18;Granada;18101;Huétor Vega;1330;82;327;268;69;351;233;23;119;240;800;148
201301;Enero de 2013;1;Andalucía;18;Granada;18102;Illora;745;46;200;203;53;164;79;185;54;137;322;47
201301;Enero de 2013;1;Andalucía;18;Granada;18103;Itrabo;84;2;32;14;11;20;5;3;2;36;36;7
201301;Enero de 2013;1;Andalucía;18;Granada;18105;Iznalloz;708;49;174;158;65;185;77;227;127;88;208;58
201301;Enero de 2013;1;Andalucía;18;Granada;18107;Jayena;141;9;37;31;10;37;17;32;9;39;48;13
201301;Enero de 2013;1;Andalucía;18;Granada;18108;Jerez del Marquesado;133;8;26;36;2;42;19;9;12;41;64;7
201301;Enero de 2013;1;Andalucía;18;Granada;18109;Jete;93;3;19;17;9;33;12;3;4;21;51;14
201301;Enero de 2013;1;Andalucía;18;Granada;18111;Jun;406;34;112;78;23;96;63;5;44;79;230;48
201301;Enero de 2013;1;Andalucía;18;Granada;18112;Juviles;12;0;6;3;0;3;0;2;1;4;3;2
201301;Enero de 2013;1;Andalucía;18;Granada;18114;Calahorra, La;74;3;13;24;1;21;12;7;5;9;44;9
201301;Enero de 2013;1;Andalucía;18;Granada;18115;Láchar;419;32;132;79;37;103;36;62;35;92;187;43
201301;Enero de 2013;1;Andalucía;18;Granada;18116;Lanjarón;470;21;127;107;15;127;73;18;27;70;314;41
201301;Enero de 2013;1;Andalucía;18;Granada;18117;Lanteira;84;9;25;21;3;15;11;14;6;19;38;7
201301;Enero de 2013;1;Andalucía;18;Granada;18119;Lecrín;195;17;49;58;12;42;17;14;8;66;96;11
201301;Enero de 2013;1;Andalucía;18;Granada;18120;Lentegí;30;2;7;8;1;8;4;2;0;14;11;3
201301;Enero de 2013;1;Andalucía;18;Granada;18121;Lobras;8;1;5;2;0;0;0;1;1;4;2;0
201301;Enero de 2013;1;Andalucía;18;Granada;18122;Loja;2118;145;534;374;171;616;278;298;250;319;968;283
201301;Enero de 2013;1;Andalucía;18;Granada;18123;Lugros;27;1;10;5;1;6;4;2;3;8;10;4
201301;Enero de 2013;1;Andalucía;18;Granada;18124;Lújar;29;2;8;9;1;3;6;4;1;6;14;4
201301;Enero de 2013;1;Andalucía;18;Granada;18126;Malahá, La;309;23;95;80;18;66;27;23;46;99;110;31
201301;Enero de 2013;1;Andalucía;18;Granada;18127;Maracena;2957;153;814;539;146;852;453;80;328;489;1798;262
201301;Enero de 2013;1;Andalucía;18;Granada;18128;Marchal;54;3;12;15;5;12;7;11;4;19;19;1
201301;Enero de 2013;1;Andalucía;18;Granada;18132;Moclín;320;20;84;105;32;56;23;110;13;52;122;23
201301;Enero de 2013;1;Andalucía;18;Granada;18133;Molvízar;256;16;84;59;17;65;15;16;6;60;144;30
201301;Enero de 2013;1;Andalucía;18;Granada;18134;Monachil;887;38;255;159;39;255;141;16;78;223;496;74
201301;Enero de 2013;1;Andalucía;18;Granada;18135;Montefrío;291;10;78;59;31;84;29;59;17;39;150;26
201301;Enero de 2013;1;Andalucía;18;Granada;18136;Montejícar;144;8;43;45;10;28;10;49;10;41;38;6
201301;Enero de 2013;1;Andalucía;18;Granada;18137;Montillana;68;1;19;23;5;11;9;17;0;15;33;3
201301;Enero de 2013;1;Andalucía;18;Granada;18138;Moraleda de Zafayona;290;14;82;65;36;65;28;33;25;86;122;24
201301;Enero de 2013;1;Andalucía;18;Granada;18140;Motril;7725;419;2142;1579;401;1987;1197;703;279;1844;4141;758
201301;Enero de 2013;1;Andalucía;18;Granada;18141;Murtas;36;3;11;11;1;6;4;5;4;7;17;3
201301;Enero de 2013;1;Andalucía;18;Granada;18143;Nigüelas;135;9;41;30;6;29;20;4;10;30;82;9
201301;Enero de 2013;1;Andalucía;18;Granada;18144;Nívar;94;4;29;19;4;28;10;2;2;26;54;10
201301;Enero de 2013;1;Andalucía;18;Granada;18145;Ogíjares;1570;88;390;284;90;429;289;27;113;350;893;187
201301;Enero de 2013;1;Andalucía;18;Granada;18146;Orce;77;6;26;12;3;21;9;6;1;19;45;6
201301;Enero de 2013;1;Andalucía;18;Granada;18147;Órgiva;737;56;176;179;31;190;105;38;32;154;415;98
201301;Enero de 2013;1;Andalucía;18;Granada;18148;Otívar;116;8;29;29;5;27;18;4;4;39;57;12
201301;Enero de 2013;1;Andalucía;18;Granada;18149;Otura;805;49;171;160;45;229;151;18;65;137;485;100
201301;Enero de 2013;1;Andalucía;18;Granada;18150;Padul;1280;86;345;319;74;324;132;65;125;381;581;128
201301;Enero de 2013;1;Andalucía;18;Granada;18151;Pampaneira;50;3;16;9;2;11;9;1;3;16;27;3
201301;Enero de 2013;1;Andalucía;18;Granada;18152;Pedro Martínez;58;3;8;14;5;21;7;18;4;6;30;0
201301;Enero de 2013;1;Andalucía;18;Granada;18153;Peligros;1546;93;394;297;109;428;225;58;126;375;776;211
201301;Enero de 2013;1;Andalucía;18;Granada;18154;Peza, La;148;5;40;34;8;47;14;18;22;49;49;10
201301;Enero de 2013;1;Andalucía;18;Granada;18157;Pinos Genil;138;7;36;28;10;39;18;2;11;40;68;17
201301;Enero de 2013;1;Andalucía;18;Granada;18158;Pinos Puente;1708;139;530;391;129;364;155;332;147;406;644;179
201301;Enero de 2013;1;Andalucía;18;Granada;18159;Píñar;117;8;29;34;3;33;10;20;3;28;64;2
201301;Enero de 2013;1;Andalucía;18;Granada;18161;Polícar;26;1;4;7;5;5;4;1;0;4;17;4
201301;Enero de 2013;1;Andalucía;18;Granada;18162;Polopos;101;4;34;20;2;28;13;18;28;18;31;6
201301;Enero de 2013;1;Andalucía;18;Granada;18163;Pórtugos;47;5;8;11;0;13;10;5;2;6;27;7
201301;Enero de 2013;1;Andalucía;18;Granada;18164;Puebla de Don Fadrique;219;18;55;53;12;44;37;54;18;60;71;16
201301;Enero de 2013;1;Andalucía;18;Granada;18165;Pulianas;880;67;248;169;51;226;119;27;55;233;455;110
201301;Enero de 2013;1;Andalucía;18;Granada;18167;Purullena;368;31;93;69;32;108;35;34;61;90;152;31
201301;Enero de 2013;1;Andalucía;18;Granada;18168;Quéntar;139;20;41;29;8;29;12;5;4;60;61;9
201301;Enero de 2013;1;Andalucía;18;Granada;18170;Rubite;35;4;6;15;1;2;7;2;4;15;13;1
201301;Enero de 2013;1;Andalucía;18;Granada;18171;Salar;170;14;47;39;15;40;15;24;6;42;85;13
201301;Enero de 2013;1;Andalucía;18;Granada;18173;Salobreña;1652;64;441;372;75;399;301;79;98;434;888;153
201301;Enero de 2013;1;Andalucía;18;Granada;18174;Santa Cruz del Comercio;37;1;6;6;4;11;9;2;2;8;21;4
201301;Enero de 2013;1;Andalucía;18;Granada;18175;Santa Fe;2155;147;531;454;119;597;307;114;244;364;1165;268
201301;Enero de 2013;1;Andalucía;18;Granada;18176;Soportújar;19;2;1;7;0;6;3;0;2;9;6;2
201301;Enero de 2013;1;Andalucía;18;Granada;18177;Sorvilán;27;1;8;9;1;6;2;6;0;7;11;3
201301;Enero de 2013;1;Andalucía;18;Granada;18178;Torre-Cardela;50;5;13;16;2;9;5;14;1;12;14;9
201301;Enero de 2013;1;Andalucía;18;Granada;18179;Torvizcón;68;14;17;17;5;13;2;2;3;24;28;11
201301;Enero de 2013;1;Andalucía;18;Granada;18180;Trevélez;80;4;15;25;3;19;14;4;12;11;49;4
201301;Enero de 2013;1;Andalucía;18;Granada;18181;Turón;8;0;4;3;0;1;0;0;1;6;1;0
201301;Enero de 2013;1;Andalucía;18;Granada;18182;Ugíjar;272;14;80;64;12;74;28;17;26;58;141;30
201301;Enero de 2013;1;Andalucía;18;Granada;18183;Válor;69;3;16;23;4;11;12;7;1;27;27;7
201301;Enero de 2013;1;Andalucía;18;Granada;18184;Vélez de Benaudalla;323;9;95;92;18;72;37;21;9;127;142;24
201301;Enero de 2013;1;Andalucía;18;Granada;18185;Ventas de Huelma;65;2;10;17;5;19;12;9;4;10;34;8
201301;Enero de 2013;1;Andalucía;18;Granada;18187;Villanueva de las Torres;61;4;13;22;2;13;7;13;3;18;21;6
201301;Enero de 2013;1;Andalucía;18;Granada;18188;Villanueva Mesía;150;8;42;31;17;41;11;26;19;30;59;16
201301;Enero de 2013;1;Andalucía;18;Granada;18189;Víznar;78;3;29;9;6;25;6;1;5;16;44;12
201301;Enero de 2013;1;Andalucía;18;Granada;18192;Zafarraya;196;17;67;39;9;48;16;67;10;24;83;12
201301;Enero de 2013;1;Andalucía;18;Granada;18193;Zubia, La;2387;116;622;449;101;675;424;46;174;507;1465;195
201301;Enero de 2013;1;Andalucía;18;Granada;18194;Zújar;273;17;77;77;14;55;33;55;24;70;111;13
201301;Enero de 2013;1;Andalucía;18;Granada;18901;Taha, La;65;4;9;21;1;10;20;3;12;5;35;10
201301;Enero de 2013;1;Andalucía;18;Granada;18902;Valle, El;65;5;22;10;4;22;2;4;5;12;36;8
201301;Enero de 2013;1;Andalucía;18;Granada;18903;Nevada;99;10;30;28;9;9;13;13;6;33;37;10
201301;Enero de 2013;1;Andalucía;18;Granada;18904;Alpujarra de la Sierra;70;7;23;25;3;8;4;9;4;31;23;3
201301;Enero de 2013;1;Andalucía;18;Granada;18905;Gabias, Las;2759;134;824;438;115;913;335;81;225;562;1620;271
201301;Enero de 2013;1;Andalucía;18;Granada;18906;Guajares, Los;92;3;19;31;3;17;19;9;3;29;48;3
201301;Enero de 2013;1;Andalucía;18;Granada;18907;Valle del Zalabí;168;13;65;30;6;40;14;13;13;49;77;16
201301;Enero de 2013;1;Andalucía;18;Granada;18908;Villamena;100;4;32;27;5;25;7;7;11;27;48;7
201301;Enero de 2013;1;Andalucía;18;Granada;18909;Morelábor;53;2;14;19;5;8;5;11;3;9;27;3
201301;Enero de 2013;1;Andalucía;18;Granada;18910;Pinar, El;108;10;27;26;8;22;15;10;2;26;61;9
201301;Enero de 2013;1;Andalucía;18;Granada;18911;Vegas del Genil;1302;58;390;161;66;489;138;44;114;209;826;109
201301;Enero de 2013;1;Andalucía;18;Granada;18912;Cuevas del Campo;125;10;36;28;12;28;11;16;13;36;48;12
201301;Enero de 2013;1;Andalucía;18;Granada;18913;Zagra;37;2;7;4;4;13;7;10;8;2;14;3
201301;Enero de 2013;1;Andalucía;21;Huelva;21001;Alájar;127;8;23;32;8;31;25;4;2;10;98;13
201301;Enero de 2013;1;Andalucía;21;Huelva;21002;Aljaraque;2305;116;574;374;104;715;422;147;167;364;1427;200
201301;Enero de 2013;1;Andalucía;21;Huelva;21003;Almendro, El;128;17;27;31;12;31;10;16;7;16;82;7
201301;Enero de 2013;1;Andalucía;21;Huelva;21004;Almonaster la Real;214;17;40;49;20;51;37;7;27;75;78;27
201301;Enero de 2013;1;Andalucía;21;Huelva;21005;Almonte;2075;122;623;445;99;543;243;574;90;392;950;69
201301;Enero de 2013;1;Andalucía;21;Huelva;21006;Alosno;649;46;159;157;48;126;113;94;39;115;340;61
201301;Enero de 2013;1;Andalucía;21;Huelva;21007;Aracena;1124;71;287;189;45;334;198;58;80;288;586;112
201301;Enero de 2013;1;Andalucía;21;Huelva;21008;Aroche;280;32;72;49;28;65;34;42;11;19;184;24
201301;Enero de 2013;1;Andalucía;21;Huelva;21009;Arroyomolinos de León;179;12;34;17;14;44;58;12;6;20;96;45
201301;Enero de 2013;1;Andalucía;21;Huelva;21010;Ayamonte;2796;138;715;541;136;819;447;261;109;503;1744;179
201301;Enero de 2013;1;Andalucía;21;Huelva;21011;Beas;410;17;127;82;32;97;55;85;25;82;182;36
201301;Enero de 2013;1;Andalucía;21;Huelva;21012;Berrocal;36;1;10;10;2;9;4;0;2;18;15;1
201301;Enero de 2013;1;Andalucía;21;Huelva;21013;Bollullos Par del Condado;1233;79;353;302;71;304;124;211;76;215;654;77
201301;Enero de 2013;1;Andalucía;21;Huelva;21014;Bonares;387;36;101;109;20;84;37;78;43;84;158;24
201301;Enero de 2013;1;Andalucía;21;Huelva;21015;Cabezas Rubias;87;8;19;16;11;25;8;17;3;8;53;6
201301;Enero de 2013;1;Andalucía;21;Huelva;21016;Cala;256;22;46;43;15;75;55;11;13;98;102;32
201301;Enero de 2013;1;Andalucía;21;Huelva;21017;Calañas;681;61;149;132;43;155;141;88;27;117;365;84
201301;Enero de 2013;1;Andalucía;21;Huelva;21018;Campillo, El;385;26;93;71;26;98;71;24;27;39;230;65
201301;Enero de 2013;1;Andalucía;21;Huelva;21019;Campofrío;151;5;32;30;10;44;30;8;7;17;95;24
201301;Enero de 2013;1;Andalucía;21;Huelva;21020;Cañaveral de León;59;9;16;12;3;10;9;10;0;21;19;9
201301;Enero de 2013;1;Andalucía;21;Huelva;21021;Cartaya;1951;93;520;422;139;535;242;420;80;337;1000;114
201301;Enero de 2013;1;Andalucía;21;Huelva;21022;Castaño del Robledo;32;3;4;10;4;5;6;0;4;1;25;2
201301;Enero de 2013;1;Andalucía;21;Huelva;21023;Cerro de Andévalo, El;297;22;64;61;23;61;66;28;17;52;157;43
201301;Enero de 2013;1;Andalucía;21;Huelva;21024;Corteconcepción;98;11;22;25;7;16;17;1;11;14;69;3
201301;Enero de 2013;1;Andalucía;21;Huelva;21025;Cortegana;599;44;137;114;38;157;109;26;46;190;260;77
201301;Enero de 2013;1;Andalucía;21;Huelva;21026;Cortelazor;41;1;11;7;3;13;6;3;3;16;18;1
201301;Enero de 2013;1;Andalucía;21;Huelva;21027;Cumbres de Enmedio;11;1;4;2;0;2;2;0;0;11;0;0
201301;Enero de 2013;1;Andalucía;21;Huelva;21028;Cumbres de San Bartolomé;44;4;5;8;3;8;16;2;3;9;17;13
201301;Enero de 2013;1;Andalucía;21;Huelva;21029;Cumbres Mayores;253;29;38;47;19;64;56;6;60;28;113;46
201301;Enero de 2013;1;Andalucía;21;Huelva;21030;Chucena;155;22;35;31;13;38;16;29;6;24;86;10
201301;Enero de 2013;1;Andalucía;21;Huelva;21031;Encinasola;140;14;29;35;7;35;20;14;4;43;59;20
201301;Enero de 2013;1;Andalucía;21;Huelva;21032;Escacena del Campo;206;28;66;29;17;50;16;56;7;29;104;10
201301;Enero de 2013;1;Andalucía;21;Huelva;21033;Fuenteheridos;135;16;27;30;10;30;22;6;9;50;52;18
201301;Enero de 2013;1;Andalucía;21;Huelva;21034;Galaroza;196;11;42;36;17;44;46;6;16;37;112;25
201301;Enero de 2013;1;Andalucía;21;Huelva;21035;Gibraleón;1654;87;458;354;93;398;264;222;94;406;771;161
201301;Enero de 2013;1;Andalucía;21;Huelva;21036;Granada de Río-Tinto, La;54;2;11;12;3;14;12;2;4;3;43;2
